#NO_PRODUCTS, NO_STORES
0.0,0.0,47.34,0.0,0.0,0.0,0.0,0.0,43.34,25.71,0.0,20.03,21.43,40.2,9.77,23.27,0.0,0.0,49.48,0.0,0.0,0.0,0.0,0.0,47.2,39.13,0.0,0.0,0.0,0.0,0.0,32.91,31.08,0.0,37.47,23.26,9.13,0.0,44.62,0.0,0.0,19.13,0.0,5.65,0.0,34.01,7.19,29.71,6.05,13.31,
0.0,0.0,46.16,0.0,12.35,15.72,0.0,0.0,6.45,0.0,0.0,22.97,0.0,21.63,36.75,0.0,46.37,0.0,14.15,36.56,0.0,0.0,24.06,14.09,48.1,20.47,29.78,0.0,0.0,15.87,26.48,0.0,16.61,46.53,0.0,0.0,26.69,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
14.28,28.96,43.31,0.0,0.0,26.57,0.0,45.62,0.0,43.16,0.0,19.65,0.0,21.29,35.15,0.0,30.42,0.0,0.0,0.0,18.77,0.0,48.79,0.0,7.93,0.0,24.37,0.0,28.07,0.0,0.0,5.7,47.71,6.32,43.86,0.0,44.81,44.98,30.83,0.0,0.0,0.0,41.23,0.0,0.0,0.0,47.42,9.68,11.34,0.0,
18.28,0.0,0.0,0.0,0.0,0.0,43.88,22.45,0.0,41.76,34.44,29.29,0.0,0.0,33.73,0.0,23.7,0.0,0.0,26.03,0.0,43.11,22.33,0.0,32.84,0.0,0.0,42.35,12.97,0.0,0.0,34.96,24.62,0.0,0.0,0.0,0.0,0.0,0.0,17.28,0.0,0.0,10.74,42.64,0.0,39.83,0.0,0.0,34.7,0.0,
0.0,28.41,0.0,0.0,0.0,0.0,6.62,0.0,43.59,44.91,0.0,0.0,0.0,5.5,0.0,0.0,39.76,19.45,0.0,0.0,17.92,36.7,43.19,24.73,0.0,10.64,0.0,0.0,38.67,0.0,0.0,32.23,19.93,0.0,32.11,41.34,0.0,39.92,28.06,0.0,7.64,6.81,37.39,47.69,0.0,0.0,34.37,0.0,0.0,0.0,
0.0,0.0,0.0,40.25,21.89,0.0,38.96,0.0,18.27,0.0,0.0,21.52,0.0,0.0,0.0,13.76,0.0,0.0,31.99,41.97,25.05,35.17,16.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.82,0.0,0.0,0.0,0.0,0.0,0.0,32.55,0.0,0.0,0.0,5.21,0.0,0.0,0.0,0.0,11.54,0.0,
0.0,0.0,33.32,20.81,0.0,16.77,40.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4,0.0,29.2,7.33,0.0,0.0,27.64,36.73,25.03,0.0,13.54,0.0,0.0,0.0,10.06,0.0,26.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.55,0.0,0.0,0.0,0.0,0.0,0.0,39.31,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.99,0.0,0.0,42.18,0.0,12.69,0.0,0.0,0.0,0.0,0.0,18.73,40.41,0.0,0.0,0.0,0.0,19.36,0.0,0.0,23.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.85,0.0,9.68,
0.0,0.0,27.6,0.0,20.06,14.16,0.0,12.52,0.0,0.0,30.69,0.0,0.0,0.0,0.0,0.0,0.0,22.81,0.0,39.4,0.0,0.0,0.0,0.0,0.0,0.0,17.96,0.0,0.0,0.0,0.0,22.78,0.0,10.13,32.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.64,0.0,0.0,0.0,15.46,21.52,
0.0,0.0,0.0,11.38,32.15,15.7,45.76,0.0,0.0,8.21,50.06,24.39,0.0,0.0,39.22,0.0,0.0,31.89,13.34,0.0,0.0,33.53,0.0,0.0,0.0,0.0,0.0,0.0,13.89,25.47,0.0,21.28,18.59,0.0,6.95,48.63,0.0,0.0,0.0,28.16,0.0,0.0,0.0,0.0,0.0,21.92,24.43,35.54,0.0,0.0,
14.37,0.0,31.82,0.0,17.13,5.17,0.0,0.0,0.0,0.0,49.33,22.16,0.0,0.0,11.42,0.0,7.24,0.0,0.0,0.0,0.0,13.54,0.0,0.0,0.0,18.61,49.46,49.87,0.0,0.0,37.2,0.0,0.0,0.0,0.0,0.0,39.3,0.0,26.79,15.05,0.0,27.1,0.0,0.0,40.14,33.41,0.0,0.0,9.32,0.0,
46.37,0.0,0.0,0.0,12.12,17.22,25.67,0.0,0.0,26.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62,0.0,0.0,10.18,31.07,0.0,0.0,0.0,0.0,15.84,19.51,0.0,0.0,0.0,0.0,0.0,27.66,0.0,28.36,0.0,0.0,40.86,0.0,9.26,37.27,47.67,10.67,15.09,43.39,0.0,0.0,0.0,0.0,
0.0,31.28,0.0,0.0,0.0,37.15,0.0,0.0,0.0,28.45,0.0,41.4,17.19,26.19,35.03,6.58,0.0,0.0,0.0,0.0,0.0,30.43,10.37,29.14,0.0,28.42,39.35,0.0,18.65,6.13,46.24,0.0,40.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.02,49.62,46.5,0.0,0.0,44.11,0.0,0.0,
0.0,38.04,0.0,44.64,44.28,20.73,0.0,40.61,0.0,0.0,13.03,45.69,8.52,43.54,0.0,0.0,31.83,47.81,0.0,0.0,0.0,0.0,32.54,0.0,0.0,0.0,37.84,0.0,0.0,16.9,0.0,0.0,47.32,0.0,0.0,0.0,9.7,43.69,0.0,48.84,0.0,47.29,0.0,48.61,0.0,0.0,0.0,0.0,7.15,12.29,
12.47,0.0,0.0,9.86,0.0,23.59,16.88,0.0,7.96,33.29,23.59,0.0,0.0,36.44,36.18,16.51,21.99,0.0,46.42,0.0,0.0,0.0,0.0,0.0,0.0,16.83,0.0,0.0,22.23,0.0,43.1,0.0,0.0,0.0,6.97,37.45,44.95,0.0,0.0,0.0,0.0,0.0,0.0,48.37,32.11,0.0,9.13,30.41,30.51,0.0,
0.0,0.0,0.0,24.9,26.91,0.0,26.29,0.0,0.0,32.84,0.0,41.95,48.51,0.0,0.0,5.62,45.29,41.9,13.6,7.49,25.1,0.0,0.0,0.0,0.0,41.4,16.4,0.0,32.85,0.0,0.0,17.73,0.0,0.0,0.0,0.0,0.0,13.44,0.0,0.0,0.0,40.78,0.0,0.0,44.81,37.37,0.0,0.0,46.57,21.11,
0.0,0.0,0.0,0.0,7.9,0.0,44.41,0.0,16.15,12.92,0.0,0.0,0.0,0.0,0.0,24.92,0.0,16.15,43.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59,13.63,0.0,8.14,27.07,30.39,0.0,0.0,0.0,46.49,0.0,32.81,37.14,24.86,16.36,14.42,18.13,0.0,0.0,0.0,19.87,0.0,0.0,0.0,
0.0,46.14,0.0,44.45,0.0,12.78,0.0,21.99,6.12,0.0,0.0,0.0,10.64,38.29,8.15,0.0,0.0,0.0,9.28,0.0,0.0,0.0,39.83,0.0,0.0,30.57,0.0,41.77,17.39,0.0,0.0,49.23,35.73,0.0,0.0,0.0,0.0,0.0,27.96,0.0,0.0,45.31,0.0,0.0,29.49,0.0,17.07,0.0,0.0,0.0,
31.89,0.0,37.69,0.0,0.0,41.45,0.0,0.0,0.0,0.0,28.87,22.72,0.0,0.0,0.0,17.22,42.15,5.84,0.0,23.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.06,9.42,0.0,27.14,0.0,0.0,0.0,0.0,0.0,36.31,0.0,0.0,0.0,49.05,13.37,25.01,0.0,28.8,0.0,0.0,46.54,30.19,
0.0,0.0,34.71,8.7,0.0,13.3,0.0,0.0,0.0,0.0,29.19,0.0,0.0,0.0,0.0,0.0,43.53,0.0,0.0,0.0,5.51,29.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95,0.0,0.0,0.0,19.55,0.0,12.31,0.0,0.0,18.58,0.0,0.0,0.0,0.0,45.23,31.46,0.0,46.1,0.0,8.37,7.46,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4,17.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.18,33.98,0.0,0.0,27.9,35.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.73,48.5,0.0,14.85,0.0,0.0,0.0,0.0,16.07,0.0,38.73,28.24,0.0,31.11,12.93,37.66,21.98,0.0,16.7,0.0,
0.0,0.0,20.05,0.0,0.0,0.0,0.0,24.14,0.0,0.0,44.15,0.0,0.0,7.15,0.0,0.0,8.84,19.49,0.0,0.0,17.41,0.0,0.0,0.0,0.0,38.63,44.32,0.0,22.0,0.0,0.0,46.17,0.0,37.42,0.0,0.0,0.0,45.49,0.0,35.77,0.0,35.66,23.72,42.05,0.0,0.0,0.0,44.06,0.0,0.0,
11.51,17.38,46.64,0.0,40.28,13.89,15.62,40.86,11.08,0.0,0.0,43.21,32.75,0.0,0.0,40.37,0.0,34.41,42.92,0.0,27.27,36.1,10.83,0.0,0.0,0.0,0.0,14.14,0.0,17.79,32.24,23.82,21.17,20.95,29.93,15.07,12.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.96,0.0,0.0,36.23,0.0,
0.0,0.0,18.62,28.08,31.74,0.0,29.25,32.88,0.0,0.0,40.11,0.0,18.2,31.16,0.0,0.0,45.09,0.0,0.0,0.0,32.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.89,0.0,49.14,43.45,0.0,0.0,39.91,0.0,0.0,0.0,39.27,0.0,47.59,0.0,46.97,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,7.58,8.81,0.0,0.0,0.0,0.0,10.1,0.0,0.0,42.4,23.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.42,9.1,19.97,30.41,49.53,0.0,0.0,0.0,33.07,24.66,37.54,0.0,6.42,0.0,0.0,8.73,10.54,0.0,38.47,21.84,0.0,40.3,0.0,0.0,
0.0,0.0,0.0,0.0,7.96,24.77,26.92,32.33,0.0,0.0,0.0,0.0,0.0,36.95,0.0,45.51,0.0,0.0,0.0,38.15,0.0,48.1,0.0,0.0,7.49,0.0,0.0,0.0,34.86,10.85,22.33,0.0,46.41,48.71,46.14,0.0,0.0,23.6,44.62,0.0,0.0,33.75,38.73,0.0,0.0,0.0,31.89,15.61,11.32,43.36,
0.0,20.63,0.0,0.0,0.0,0.0,42.26,0.0,0.0,0.0,0.0,5.78,0.0,44.75,0.0,32.8,0.0,0.0,0.0,0.0,30.62,42.83,0.0,0.0,0.0,42.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.17,0.0,42.54,0.0,0.0,0.0,30.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.72,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,34.59,0.0,0.0,0.0,5.29,9.9,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0,11.36,45.63,0.0,0.0,41.42,13.32,0.0,36.49,0.0,0.0,18.7,0.0,0.0,26.16,11.93,18.16,0.0,42.37,0.0,0.0,5.79,21.46,28.11,19.24,49.95,39.15,0.0,22.63,0.0,41.92,
38.74,23.53,0.0,0.0,31.1,0.0,0.0,0.0,0.0,0.0,49.7,0.0,0.0,11.06,9.24,9.63,17.77,38.99,38.65,12.91,0.0,7.07,0.0,0.0,5.69,0.0,0.0,27.49,41.9,43.62,0.0,0.0,0.0,45.59,0.0,0.0,0.0,0.0,43.52,0.0,0.0,0.0,0.0,29.19,0.0,46.12,12.1,0.0,0.0,7.0,
0.0,0.0,0.0,0.0,24.44,0.0,18.88,17.6,0.0,0.0,0.0,0.0,10.21,0.0,0.0,0.0,0.0,0.0,0.0,15.65,0.0,7.51,0.0,29.99,7.82,0.0,11.82,21.35,0.0,0.0,0.0,38.88,0.0,0.0,0.0,0.0,23.23,17.64,0.0,8.82,0.0,0.0,30.78,0.0,29.33,47.5,11.73,22.13,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.13,0.0,41.56,0.0,38.25,19.35,0.0,0.0,27.89,0.0,0.0,8.39,5.4,38.52,0.0,14.71,27.36,0.0,46.95,0.0,0.0,0.0,0.0,13.44,38.26,29.41,0.0,0.0,0.0,21.56,0.0,0.0,0.0,0.0,28.93,17.25,0.0,0.0,7.94,8.32,0.0,33.35,39.28,
11.19,0.0,46.0,0.0,15.5,17.82,22.65,13.26,0.0,0.0,28.22,6.27,20.66,0.0,46.84,0.0,0.0,0.0,0.0,37.74,0.0,0.0,0.0,38.5,33.08,10.79,0.0,0.0,0.0,0.0,0.0,43.4,18.13,24.58,0.0,0.0,0.0,0.0,0.0,32.07,14.33,0.0,27.34,46.26,0.0,24.12,0.0,19.48,0.0,0.0,
0.0,0.0,22.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.31,0.0,44.08,36.13,0.0,0.0,0.0,40.59,34.9,0.0,22.25,0.0,0.0,0.0,0.0,6.16,0.0,29.46,14.58,0.0,0.0,0.0,30.95,0.0,0.0,0.0,0.0,0.0,7.48,0.0,0.0,0.0,0.0,0.0,7.27,0.0,14.16,17.55,0.0,0.0,
0.0,0.0,41.4,0.0,0.0,0.0,26.3,49.99,19.62,0.0,0.0,0.0,0.0,11.87,0.0,0.0,0.0,0.0,0.0,6.58,0.0,0.0,10.87,0.0,0.0,0.0,30.03,15.34,50.06,7.03,14.38,0.0,0.0,0.0,0.0,41.27,0.0,0.0,0.0,33.28,0.0,0.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,8.23,35.66,0.0,8.48,31.87,16.91,47.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.22,30.18,0.0,49.4,0.0,0.0,0.0,7.89,38.26,11.93,0.0,0.0,10.65,9.57,0.0,16.61,0.0,0.0,0.0,0.0,17.76,36.58,0.0,0.0,20.92,36.0,40.75,10.17,15.21,44.57,0.0,
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
0,0,0,0,0,35,0,0,49,0,47,0,0,22,0,0,16,43,0,0,0,0,32,0,0,0,0,0,0,0,0,0,36,0,0,0,11,0,10,0,0,0,40,0,48,0,0,0,21,35,
0,0,48,30,0,0,15,0,39,16,0,0,0,0,6,0,28,0,0,21,0,39,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,10,34,50,0,0,0,38,40,10,
0,0,2,0,17,0,0,0,0,17,0,0,0,0,31,0,0,36,0,0,0,0,0,0,40,0,13,0,37,4,41,48,41,3,0,0,38,29,0,43,0,0,23,17,20,0,0,0,49,0,
16,33,0,0,3,0,0,0,0,42,0,0,26,0,0,0,29,0,0,45,0,42,0,0,18,6,0,17,0,26,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,50,35,0,
0,0,21,2,0,35,0,0,32,37,0,0,0,0,0,21,0,0,0,21,0,3,0,0,0,6,0,8,46,0,33,47,0,0,0,0,0,0,0,0,0,0,35,6,0,8,0,0,14,0,
0,41,0,47,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,9,44,0,0,32,25,0,0,0,15,0,17,0,0,0,0,0,0,8,0,18,35,0,0,0,0,28,0,34,0,0,
6,0,17,0,0,0,0,39,39,0,0,48,6,0,0,0,0,5,0,0,0,0,0,20,0,23,33,0,16,26,13,0,24,0,0,0,0,0,0,0,20,0,48,0,0,0,0,13,31,39,
0,44,0,17,44,8,0,9,32,0,0,12,0,3,0,0,24,0,0,0,0,0,0,0,22,0,0,0,30,12,0,34,0,0,0,0,0,0,0,43,18,0,13,0,15,0,22,14,0,0,
50,41,26,0,22,26,25,0,0,0,0,21,0,0,0,0,0,30,36,9,10,12,9,0,22,0,0,28,0,0,0,0,0,24,37,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,
4,50,26,0,3,0,0,0,0,0,0,0,0,45,0,13,0,0,4,0,0,0,41,39,0,0,0,27,7,19,0,0,0,46,11,0,0,0,30,0,50,3,37,0,0,0,46,44,0,0,
0,38,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,27,6,0,0,0,0,0,0,25,0,13,0,19,29,0,0,0,0,0,19,0,0,45,0,0,0,0,12,19,0,0,44,0,
28,0,46,25,35,0,0,0,35,0,12,47,0,47,20,48,0,0,40,0,4,0,0,30,0,27,0,0,0,0,34,41,0,21,0,0,0,0,0,36,32,0,0,42,21,0,8,0,0,0,
0,2,0,0,0,0,18,0,49,0,0,0,0,0,35,0,0,6,0,0,0,19,0,0,14,32,0,25,0,34,45,46,50,0,50,0,0,0,0,36,0,0,38,34,0,0,0,0,10,0,
40,43,4,0,14,44,25,0,0,0,0,0,0,43,0,0,24,29,0,17,0,13,0,0,0,20,8,2,0,0,2,0,42,48,16,45,0,0,8,22,0,0,4,0,25,49,0,0,0,48,
10,0,0,0,41,0,17,0,0,0,0,0,27,0,1,0,0,28,28,0,0,0,24,0,0,31,43,0,0,0,16,0,31,0,0,33,0,43,0,43,0,12,12,6,0,0,0,17,34,10,
0,0,0,0,30,11,0,7,26,0,25,16,0,16,32,24,0,0,41,0,0,0,29,0,0,0,0,0,48,0,0,0,33,0,0,0,0,0,0,10,0,0,0,20,0,0,0,25,0,20,
0,9,0,0,45,10,0,0,0,13,18,0,0,14,2,46,0,0,0,21,0,0,0,0,0,0,14,42,0,37,0,0,0,31,0,0,0,0,30,6,7,19,28,33,0,29,0,0,0,0,
0,27,45,0,0,0,7,0,0,0,0,0,29,0,42,40,23,18,10,33,0,0,20,0,7,42,14,30,0,0,0,0,0,0,0,0,19,44,0,5,15,17,0,0,0,13,0,29,0,27,
0,0,0,0,0,9,0,35,0,4,37,45,5,0,13,11,0,0,0,27,0,29,0,0,0,0,0,0,20,0,0,0,0,0,26,0,33,5,0,0,11,0,46,44,0,23,0,43,0,0,
29,0,0,29,0,0,30,0,0,0,0,0,27,48,50,35,0,0,0,0,0,0,36,33,3,0,0,39,13,0,0,0,0,21,0,0,33,0,41,0,0,46,2,0,0,0,0,0,18,47,
0,0,0,0,34,0,0,0,39,26,6,0,17,0,44,0,5,0,50,0,0,0,0,5,15,0,0,0,26,47,0,0,50,45,16,0,0,0,0,0,29,48,0,0,0,0,0,0,5,13,
0,0,7,0,0,0,28,0,25,0,0,18,0,0,7,0,9,0,0,0,15,0,3,0,20,0,37,28,0,1,14,24,0,32,39,0,33,49,0,0,28,0,0,0,0,0,0,0,0,0,
4,0,0,37,0,21,0,0,8,0,0,0,24,0,0,0,17,0,0,0,0,0,41,0,0,47,0,0,0,42,14,0,41,24,0,0,23,33,0,0,0,0,30,0,10,0,0,0,37,14,
11,0,39,0,16,0,12,0,38,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,23,32,0,0,0,0,0,25,0,50,43,0,0,0,37,14,0,0,0,0,0,0,13,0,0,
0,0,0,4,0,0,0,0,23,38,0,8,0,14,0,0,0,9,0,10,5,0,0,0,0,28,0,0,0,0,47,1,48,39,0,40,0,0,0,0,0,0,35,25,3,0,0,0,0,0,
24,0,0,32,0,44,0,23,0,0,0,0,0,8,15,0,31,26,0,29,0,0,35,0,10,0,36,0,41,0,0,0,0,44,0,0,33,17,0,0,43,19,32,0,0,0,0,0,43,0,
0,46,0,0,37,0,0,0,37,32,0,48,0,22,0,0,1,0,0,38,0,0,0,0,42,24,40,40,0,0,15,19,0,0,35,0,0,0,0,31,0,0,0,0,0,26,3,11,27,31,
0,0,0,0,0,11,43,0,0,0,0,0,44,28,46,19,0,41,0,21,0,0,10,46,0,0,26,2,0,0,0,0,8,0,0,0,48,34,0,27,0,48,11,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,50,33,0,0,0,0,0,0,0,0,49,0,34,40,27,6,1,24,15,17,0,50,0,0,0,0,0,0,48,9,0,0,0,30,5,0,0,0,46,31,
0,0,0,45,0,0,3,22,33,7,17,0,43,0,0,0,0,34,0,0,0,0,0,2,0,31,0,0,36,5,8,47,0,9,37,9,0,0,10,0,0,0,9,0,7,38,9,5,0,26,
15,0,0,0,27,0,0,0,0,13,0,0,0,0,0,0,0,16,0,22,34,17,46,0,0,37,0,0,0,46,0,35,0,20,8,0,48,0,0,0,1,23,6,0,1,13,0,0,0,6,
29,0,0,0,0,44,37,0,0,0,1,49,0,25,37,0,0,8,0,31,0,0,0,48,0,0,0,0,3,48,0,0,50,19,0,1,0,0,0,0,0,7,0,0,37,0,31,0,0,0,
47,39,0,0,13,42,0,46,0,0,0,40,43,0,0,24,10,0,0,0,0,0,29,0,0,0,0,39,44,24,27,0,39,0,0,0,0,0,26,0,0,0,0,0,0,0,49,0,33,0,
0,43,0,0,48,26,0,0,0,0,0,0,49,33,45,31,0,0,0,38,0,0,0,50,0,22,26,0,0,32,0,0,0,9,20,0,0,37,0,35,0,0,0,46,39,0,40,0,4,3,
30,30,9,0,0,0,19,42,25,0,0,0,0,30,0,6,0,0,0,36,48,26,0,32,33,42,34,25,0,0,0,0,25,0,0,18,0,0,0,21,0,31,0,0,0,2,5,0,0,36,
0,15,40,16,0,32,0,0,27,21,0,47,3,7,0,0,0,0,44,0,0,7,0,0,0,0,49,0,0,50,0,42,0,0,0,0,0,22,16,0,0,29,0,0,5,10,0,0,0,0,
0,17,0,0,28,0,41,35,0,0,16,0,0,20,17,42,50,0,0,0,24,14,0,0,0,20,46,0,0,24,19,16,0,19,17,0,0,0,26,0,0,21,20,3,30,0,46,0,39,17,
0,0,0,0,0,38,0,0,0,0,0,0,12,0,27,0,21,21,0,0,0,30,30,0,0,0,0,7,22,0,0,19,14,39,0,0,0,42,0,0,32,4,0,25,0,0,0,0,42,33,
40,0,0,30,10,47,0,0,32,0,42,45,0,34,5,42,0,0,3,0,32,0,19,0,0,0,0,0,0,34,10,0,0,46,0,0,0,21,34,0,23,0,21,0,0,0,1,40,40,17,
0,43,46,0,0,0,48,0,0,0,48,10,0,0,0,27,30,0,0,0,14,0,33,0,0,0,0,0,0,46,0,0,45,0,0,0,18,0,43,0,39,32,5,0,0,0,0,37,0,0,
0,4,0,1,0,42,0,33,0,0,0,0,1,43,37,0,0,0,0,0,0,10,36,33,38,0,0,0,32,0,0,0,43,0,0,0,0,0,45,0,0,31,0,0,0,0,0,0,0,0,
49,0,0,0,47,44,0,0,2,0,17,0,0,0,0,37,0,41,4,0,0,11,0,27,12,0,0,0,0,0,0,22,27,0,0,0,0,0,0,0,4,0,0,0,0,0,18,12,0,4,
24,30,0,0,0,0,0,1,48,45,0,0,6,2,0,16,38,30,28,37,11,0,0,44,0,0,0,0,0,0,0,42,0,19,11,0,0,0,34,13,44,0,0,0,0,0,28,0,0,9,
0,0,15,0,0,39,0,0,17,0,9,42,0,37,0,0,0,0,20,0,3,32,0,10,0,0,1,24,47,36,48,9,33,7,47,0,5,2,0,23,0,13,6,4,0,0,28,0,0,0,
0,0,0,0,0,16,9,0,0,0,0,0,34,0,27,0,8,0,48,0,7,0,0,29,0,33,0,35,0,0,22,0,0,42,0,25,29,0,0,39,0,0,0,0,0,0,17,23,34,0,
36,0,25,47,14,0,25,35,16,0,0,0,0,50,0,18,0,0,41,46,48,8,0,0,0,0,37,0,0,0,31,0,41,0,0,0,50,19,0,19,0,20,0,0,12,28,19,0,0,0,
0,0,43,44,0,0,0,22,35,11,0,12,0,18,0,0,0,15,0,2,0,15,0,18,0,0,40,0,0,0,43,13,0,0,39,39,0,0,43,0,26,0,0,0,5,0,6,0,0,26,
0,41,0,0,9,0,0,0,40,31,23,39,17,0,0,0,0,0,20,0,0,0,0,0,0,0,24,3,24,10,0,0,16,38,0,6,0,18,0,0,48,44,34,50,30,50,0,15,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,0,0,0,7,0,0,2,42,0,25,0,0,0,29,25,0,0,0,40,0,0,0,0,10,0,20,2,14,0,0,0,14,0,0,
0,0,0,0,14,0,38,0,5,0,0,0,0,40,0,0,0,0,6,0,0,0,0,0,0,36,0,0,0,43,30,39,0,24,18,0,0,0,0,0,0,0,0,0,0,38,0,3,36,42,
0,0,44,0,0,0,46,19,0,49,0,31,0,41,0,0,35,0,46,30,22,34,13,0,0,0,49,0,21,28,1,48,40,0,1,16,0,8,0,0,0,0,10,0,0,20,40,0,0,29,
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,42,0,0,10,0,47,0,0,0,12,0,43,0,0,0,0,0,8,0,3,0,19,0,0,0,7,0,0,
0,0,0,0,26,0,0,0,3,0,42,0,24,0,0,21,0,11,0,0,0,0,0,48,0,0,0,18,0,0,46,17,0,16,0,42,0,0,0,0,0,8,42,29,0,0,9,0,41,4,
0,0,27,0,0,0,45,21,0,0,11,0,0,25,0,0,39,0,0,47,9,0,1,0,0,0,0,7,0,0,0,0,0,0,14,0,0,50,0,6,32,9,42,25,11,9,0,36,46,0,
0,12,0,0,0,0,0,9,0,0,23,49,0,0,0,0,28,0,0,0,0,0,0,35,0,12,0,0,0,0,0,0,0,33,42,0,0,21,0,0,42,0,0,0,0,0,0,0,14,0,
0,0,1,29,36,0,0,46,5,0,11,0,0,0,39,49,0,0,0,0,0,0,6,24,0,8,17,8,0,29,0,17,0,0,11,0,0,5,10,0,0,44,0,10,0,0,0,0,0,0,
0,0,0,0,7,0,0,6,0,0,27,1,0,0,0,0,0,0,0,0,0,36,0,0,43,0,22,0,0,22,0,0,30,4,19,0,32,0,0,0,22,0,0,0,22,0,0,1,0,0,
0,0,0,0,24,0,19,10,0,0,0,23,31,0,0,0,36,0,0,11,42,0,0,0,0,0,0,0,0,0,0,44,39,0,0,0,0,0,15,0,0,26,48,0,0,40,30,0,0,40,
30,0,0,34,0,0,0,0,10,0,11,5,15,10,0,0,0,37,0,0,26,0,0,25,23,0,0,0,43,0,0,0,0,0,0,0,0,0,11,6,0,50,0,0,0,0,46,0,0,0,
0,0,40,0,0,37,37,0,0,0,50,0,0,42,37,2,0,0,42,0,0,38,3,0,30,41,0,0,0,0,0,0,0,0,30,43,23,0,0,0,0,17,50,0,41,0,0,41,22,0,
0,49,33,16,2,0,32,0,26,0,0,0,0,0,34,0,39,7,44,0,29,0,0,31,13,2,0,0,0,0,21,0,27,33,0,0,0,0,0,0,16,0,0,0,0,40,20,0,17,0,
36,24,0,11,35,0,34,37,0,0,0,0,0,7,0,46,7,42,0,0,4,0,49,0,26,0,8,36,35,39,0,0,0,0,22,0,0,0,22,0,0,0,12,0,21,0,41,0,0,0,
5,0,0,43,3,0,0,0,0,0,0,21,0,0,0,0,48,0,0,0,0,0,0,6,0,0,0,0,0,14,11,6,35,35,0,0,0,0,0,0,0,37,0,0,0,25,9,0,0,16,
31,0,0,32,0,21,0,7,0,0,13,0,0,0,7,0,0,11,0,13,0,13,0,0,0,0,23,0,0,8,0,0,0,0,0,0,49,0,3,0,0,0,0,0,32,17,2,0,31,0,
0,0,42,0,44,0,42,0,0,46,38,6,0,0,46,0,0,0,0,9,33,14,9,0,0,0,0,0,0,0,45,0,0,0,36,8,50,0,0,23,0,0,0,0,17,47,11,34,22,0,
0,0,47,0,0,0,0,0,49,15,0,34,50,23,21,27,0,0,43,0,0,0,0,0,4,39,0,0,0,0,0,39,48,0,35,5,15,0,26,0,0,19,0,31,0,14,47,18,26,31,
0,0,37,0,48,42,0,0,6,0,0,23,0,25,32,0,35,0,21,8,0,0,30,9,31,39,9,0,0,7,18,0,25,12,0,0,38,0,0,0,0,0,2,0,0,0,0,0,0,0,
4,22,36,0,0,13,0,28,0,38,0,37,0,13,1,0,40,0,0,0,41,0,41,0,11,0,15,0,13,0,0,30,27,14,5,0,4,27,16,0,0,0,35,0,0,0,16,15,26,0,
