#NO_PRODUCTS, NO_STORES
0.0,0.0,32.02,0.0,0.0,16.35,0.0,0.0,16.74,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,29.43,42.52,0.0,0.0,0.0,16.81,0.0,27.8,39.97,29.57,0.0,29.97,0.0,0.0,44.16,17.87,16.86,0.0,11.68,0.0,0.0,21.74,41.42,0.0,32.41,0.0,0.0,0.0,0.0,0.0,
0.0,8.97,0.0,0.0,0.0,46.75,0.0,0.0,0.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0,23.87,43.0,49.51,0.0,18.64,0.0,0.0,0.0,0.0,0.0,0.0,15.95,0.0,0.0,0.0,31.94,0.0,0.0,0.0,0.0,0.0,0.0,33.95,45.03,39.11,6.97,7.88,0.0,0.0,22.31,0.0,0.0,0.0,35.01,
0.0,12.23,0.0,0.0,45.22,18.33,0.0,48.23,0.0,26.57,0.0,0.0,0.0,19.88,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,49.63,25.68,0.0,0.0,46.42,0.0,0.0,0.0,0.0,39.22,0.0,0.0,0.0,0.0,0.0,0.0,25.81,0.0,0.0,0.0,28.52,0.0,0.0,16.88,13.46,0.0,0.0,0.0,
28.55,0.0,0.0,6.71,0.0,0.0,9.0,21.81,0.0,21.72,0.0,6.51,0.0,49.78,0.0,0.0,48.12,33.01,0.0,0.0,39.73,0.0,0.0,0.0,0.0,0.0,13.07,13.74,0.0,46.31,0.0,49.98,17.1,41.34,35.38,0.0,0.0,36.68,0.0,0.0,0.0,0.0,0.0,0.0,33.33,11.12,0.0,0.0,0.0,48.28,
0.0,0.0,0.0,0.0,14.66,0.0,0.0,18.78,0.0,0.0,24.42,0.0,0.0,0.0,0.0,6.91,0.0,28.02,5.42,32.96,30.36,0.0,0.0,0.0,0.0,43.52,0.0,0.0,0.0,0.0,0.0,0.0,27.79,0.0,0.0,15.82,39.85,10.75,14.78,0.0,26.96,0.0,34.9,0.0,0.0,0.0,0.0,0.0,30.53,13.66,
0.0,0.0,0.0,0.0,9.02,0.0,0.0,5.15,0.0,0.0,33.29,0.0,28.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,39.64,0.0,0.0,24.13,24.08,0.0,46.93,22.46,0.0,17.37,0.0,35.22,0.0,0.0,48.46,0.0,28.51,47.52,0.0,0.0,0.0,35.12,8.26,18.7,41.31,0.0,0.0,
0.0,20.44,0.0,0.0,11.99,35.81,0.0,0.0,0.0,8.6,11.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.72,23.52,18.68,11.87,47.38,0.0,0.0,35.35,0.0,7.83,0.0,0.0,0.0,23.47,0.0,0.0,29.78,0.0,8.07,0.0,47.15,0.0,0.0,0.0,0.0,17.75,0.0,10.4,0.0,0.0,0.0,37.25,
0.0,0.0,0.0,24.27,39.39,40.36,0.0,18.9,35.45,0.0,27.44,32.13,9.52,0.0,40.77,0.0,29.75,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.83,0.0,34.95,0.0,27.02,24.07,0.0,0.0,30.84,0.0,14.06,0.0,0.0,0.0,0.0,46.94,0.0,0.0,0.0,29.35,0.0,0.0,
45.2,0.0,23.07,0.0,0.0,25.52,33.13,26.24,44.12,5.76,0.0,12.39,0.0,12.99,0.0,47.83,0.0,0.0,0.0,48.03,0.0,0.0,0.0,0.0,36.3,27.05,0.0,9.8,0.0,0.0,35.64,45.79,0.0,0.0,33.51,0.0,0.0,0.0,0.0,32.0,30.15,38.98,34.56,44.03,15.65,32.59,0.0,0.0,32.15,39.73,
0.0,0.0,0.0,0.0,6.84,39.01,22.29,36.91,43.86,0.0,0.0,0.0,0.0,42.49,9.73,19.37,5.11,6.83,0.0,16.31,47.99,24.9,44.45,16.85,0.0,0.0,0.0,0.0,0.0,18.09,0.0,0.0,0.0,0.0,0.0,23.61,0.0,0.0,15.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.53,0.0,0.0,8.69,
0.0,33.23,0.0,0.0,0.0,16.68,31.17,0.0,0.0,0.0,0.0,0.0,0.0,35.38,46.06,0.0,27.15,34.45,0.0,48.65,28.3,0.0,0.0,0.0,13.36,0.0,0.0,0.0,0.0,0.0,0.0,25.05,0.0,0.0,24.07,28.88,0.0,33.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.96,20.31,0.0,0.0,
0.0,0.0,0.0,0.0,19.85,0.0,0.0,0.0,0.0,42.34,0.0,28.06,0.0,0.0,0.0,0.0,45.79,25.92,10.41,0.0,0.0,39.67,0.0,0.0,8.19,0.0,0.0,0.0,0.0,0.0,0.0,48.71,0.0,0.0,0.0,0.0,0.0,28.26,0.0,0.0,0.0,21.38,36.54,0.0,41.96,37.34,30.72,35.44,0.0,0.0,
0.0,0.0,0.0,26.34,0.0,0.0,0.0,10.11,16.97,14.12,0.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,42.06,0.0,0.0,7.08,0.0,12.93,48.05,0.0,0.0,0.0,41.11,27.42,23.21,29.13,0.0,28.59,0.0,0.0,30.99,26.3,43.58,0.0,20.22,0.0,0.0,0.0,0.0,0.0,0.0,29.21,0.0,0.0,
0.0,0.0,0.0,0.0,43.56,34.13,26.7,22.32,30.51,0.0,11.44,0.0,0.0,0.0,35.75,0.0,0.0,22.66,0.0,0.0,0.0,0.0,20.33,49.89,0.0,0.0,12.75,0.0,0.0,0.0,11.25,0.0,0.0,32.3,0.0,9.03,0.0,0.0,0.0,14.76,26.55,0.0,39.64,0.0,21.74,0.0,0.0,21.94,13.25,0.0,
0.0,0.0,0.0,0.0,6.12,20.25,0.0,8.87,0.0,0.0,22.71,0.0,0.0,0.0,9.55,0.0,24.87,0.0,0.0,13.64,0.0,0.0,30.66,0.0,0.0,0.0,0.0,0.0,38.57,24.34,7.97,0.0,37.52,0.0,0.0,21.94,0.0,19.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.71,0.0,11.11,32.64,
17.86,35.94,8.88,0.0,0.0,30.39,16.36,0.0,24.79,0.0,24.77,0.0,0.0,14.65,19.59,0.0,0.0,0.0,8.77,32.84,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0.0,49.95,37.1,22.67,0.0,7.86,0.0,0.0,35.64,0.0,0.0,0.0,28.87,38.74,0.0,0.0,19.26,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,8.95,0.0,0.0,21.14,0.0,0.0,45.08,0.0,42.99,0.0,0.0,0.0,0.0,15.74,18.99,0.0,0.0,0.0,0.0,26.36,0.0,43.15,0.0,0.0,21.9,30.34,0.0,33.69,0.0,22.12,0.0,41.88,0.0,0.0,0.0,0.0,36.24,0.0,0.0,0.0,42.99,0.0,0.0,0.0,0.0,0.0,
10.9,0.0,35.37,42.46,18.08,35.59,0.0,0.0,0.0,0.0,36.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.68,0.0,0.0,0.0,0.0,0.0,0.0,17.17,0.0,0.0,0.0,34.38,0.0,0.0,0.0,12.01,0.0,0.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.15,0.0,0.0,
35.51,0.0,5.47,0.0,0.0,0.0,15.83,45.49,0.0,0.0,49.69,8.77,0.0,0.0,0.0,10.47,0.0,0.0,0.0,0.0,34.36,0.0,0.0,25.37,35.82,0.0,0.0,33.85,25.07,0.0,0.0,24.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.11,0.0,26.87,27.88,47.49,0.0,23.04,0.0,33.64,
0.0,49.19,0.0,25.09,0.0,20.09,0.0,0.0,0.0,0.0,49.85,0.0,0.0,20.51,0.0,0.0,24.23,0.0,13.99,39.98,0.0,0.0,0.0,0.0,7.57,14.18,0.0,0.0,0.0,25.53,0.0,0.0,12.83,10.91,0.0,0.0,0.0,46.99,0.0,16.36,0.0,0.0,0.0,0.0,17.63,47.3,0.0,0.0,34.91,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.19,0.0,46.71,20.54,43.24,0.0,0.0,0.0,0.0,31.09,40.61,0.0,17.59,0.0,47.87,15.53,25.48,0.0,0.0,0.0,0.0,0.0,45.14,0.0,0.0,0.0,0.0,42.9,0.0,13.9,43.43,37.16,9.24,0.0,43.55,25.35,0.0,33.29,0.0,48.79,37.67,27.6,9.83,
35.66,0.0,0.0,0.0,0.0,18.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.99,0.0,38.77,15.54,19.38,0.0,0.0,11.98,0.0,0.0,0.0,46.66,0.0,0.0,0.0,0.0,0.0,45.64,0.0,0.0,0.0,33.16,0.0,0.0,0.0,0.0,0.0,0.0,25.09,33.14,0.0,0.0,32.23,31.91,0.0,26.02,0.0,
0.0,0.0,0.0,34.97,9.63,0.0,0.0,40.02,0.0,0.0,9.6,0.0,0.0,0.0,18.17,0.0,0.0,47.42,0.0,0.0,0.0,0.0,0.0,27.57,20.64,0.0,28.8,21.26,0.0,10.97,0.0,48.63,0.0,0.0,46.91,0.0,0.0,41.37,0.0,0.0,37.0,0.0,37.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,34.62,29.33,0.0,0.0,0.0,0.0,49.73,0.0,5.93,7.4,41.36,0.0,0.0,0.0,0.0,21.2,0.0,0.0,16.9,0.0,25.58,0.0,0.0,0.0,42.23,0.0,0.0,8.91,36.03,0.0,0.0,20.75,0.0,13.7,8.6,0.0,0.0,0.0,0.0,0.0,6.97,0.0,0.0,0.0,10.09,0.0,9.75,30.07,0.0,
40.71,0.0,28.39,29.09,0.0,0.0,0.0,46.85,14.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.22,0.0,0.0,0.0,31.79,32.3,24.13,0.0,43.45,44.86,0.0,0.0,0.0,0.0,43.09,0.0,0.0,40.78,18.74,34.98,8.99,33.4,33.29,9.7,0.0,0.0,0.0,0.0,41.94,27.25,33.5,35.86,
0.0,0.0,0.0,0.0,49.88,21.35,0.0,0.0,44.79,36.28,13.54,0.0,16.79,0.0,0.0,49.95,29.99,31.8,0.0,0.0,0.0,47.88,32.95,0.0,40.52,0.0,0.0,0.0,0.0,49.53,0.0,0.0,0.0,48.93,45.05,0.0,0.0,0.0,0.0,47.56,30.47,0.0,19.91,0.0,24.84,48.14,31.45,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,36.59,0.0,41.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.79,0.0,0.0,0.0,6.95,0.0,26.26,0.0,18.88,24.36,0.0,0.0,0.0,0.0,36.64,0.0,0.0,32.08,0.0,45.08,6.69,39.95,46.27,7.35,12.96,28.19,0.0,10.75,47.47,20.44,19.11,22.64,0.0,42.51,
0.0,0.0,0.0,0.0,20.22,34.21,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,48.25,28.94,0.0,42.51,0.0,16.34,0.0,20.28,0.0,47.43,0.0,33.12,32.48,0.0,36.51,44.97,0.0,0.0,0.0,33.17,34.67,0.0,0.0,0.0,47.73,0.0,0.0,20.24,36.56,16.02,0.0,0.0,30.35,12.88,47.85,0.0,
18.63,0.0,0.0,0.0,0.0,27.35,37.83,0.0,0.0,42.08,0.0,26.39,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,0.0,0.0,0.0,46.69,41.44,0.0,0.0,0.0,9.27,39.16,0.0,0.0,5.39,0.0,0.0,0.0,0.0,8.45,36.32,0.0,0.0,38.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,49.18,31.05,0.0,0.0,34.65,0.0,0.0,0.0,0.0,0.0,0.0,41.45,0.0,22.42,47.85,16.06,0.0,0.0,0.0,16.37,0.0,0.0,0.0,0.0,35.61,0.0,0.0,43.44,42.42,45.15,8.79,0.0,23.73,19.77,20.43,0.0,0.0,0.0,0.0,22.82,17.52,0.0,0.0,6.42,31.61,0.0,25.95,0.0,0.0,
40.96,0.0,35.33,0.0,46.66,11.48,0.0,47.87,6.93,32.47,42.05,6.82,31.48,0.0,0.0,0.0,0.0,15.66,0.0,0.0,17.09,0.0,0.0,26.04,0.0,7.99,48.21,0.0,32.35,17.38,11.45,0.0,0.0,13.86,15.72,34.6,9.44,36.54,0.0,23.71,0.0,0.0,21.7,41.72,38.47,0.0,0.0,0.0,0.0,29.4,
0.0,38.89,0.0,17.36,0.0,0.0,0.0,33.46,0.0,0.0,0.0,32.28,0.0,32.14,0.0,0.0,0.0,0.0,45.71,0.0,0.0,22.52,0.0,0.0,0.0,36.61,25.04,0.0,0.0,6.54,21.52,0.0,0.0,0.0,38.36,0.0,0.0,17.99,0.0,0.0,0.0,30.16,0.0,0.0,43.25,31.76,42.13,0.0,0.0,0.0,
35.18,0.0,0.0,0.0,0.0,0.0,45.23,0.0,0.0,0.0,14.87,0.0,0.0,0.0,0.0,0.0,25.27,0.0,15.58,0.0,43.0,0.0,38.57,0.0,0.0,0.0,0.0,0.0,6.19,0.0,0.0,34.68,0.0,47.53,31.4,0.0,0.0,0.0,0.0,19.52,0.0,0.0,19.73,45.94,0.0,29.87,35.95,0.0,41.21,14.98,
0.0,0.0,47.12,23.4,0.0,0.0,29.12,36.63,0.0,0.0,0.0,41.34,0.0,0.0,11.74,0.0,0.0,0.0,0.0,0.0,0.0,43.16,0.0,0.0,23.6,0.0,0.0,33.07,0.0,5.84,43.96,0.0,0.0,44.94,5.52,0.0,25.11,0.0,28.39,22.58,0.0,0.0,0.0,18.61,0.0,0.0,0.0,39.35,0.0,21.68,
0.0,25.04,0.0,0.0,12.83,10.37,0.0,0.0,0.0,32.64,0.0,46.11,0.0,0.0,6.96,25.06,15.06,0.0,17.65,24.75,0.0,0.0,43.07,0.0,0.0,0.0,31.94,0.0,9.04,30.39,0.0,0.0,0.0,43.45,0.0,0.0,0.0,0.0,0.0,28.61,19.34,48.22,0.0,42.04,0.0,44.11,43.96,23.38,40.94,13.88,
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
29,16,50,0,2,14,3,0,13,0,0,0,16,0,0,0,0,0,25,48,0,29,0,0,34,13,32,0,20,0,0,34,0,0,0,0,0,0,0,0,17,0,0,0,0,49,30,0,42,42,
0,0,0,0,0,0,32,0,0,44,0,0,0,0,4,16,37,0,0,38,0,0,40,36,44,0,0,0,0,37,0,0,0,0,17,48,0,43,46,0,0,0,39,0,0,0,0,0,34,0,
25,0,0,0,0,0,0,0,29,33,0,45,38,21,0,0,23,0,0,0,0,15,0,0,0,0,19,6,0,17,0,0,50,0,3,0,41,0,16,0,42,0,2,0,0,3,0,0,18,15,
31,49,0,0,15,0,0,0,13,0,47,0,0,0,2,0,0,0,0,47,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,26,0,0,0,0,0,44,0,35,
48,0,20,4,0,21,0,0,0,0,0,0,42,0,0,0,28,0,10,0,0,0,0,0,0,0,33,0,0,30,0,0,48,0,0,19,38,0,0,43,43,0,4,46,0,0,0,0,14,0,
14,0,0,0,18,0,0,9,0,0,0,0,11,41,0,0,10,19,0,0,0,0,0,24,0,38,0,44,0,0,0,0,0,0,0,0,19,0,0,28,0,0,0,0,0,0,26,8,36,5,
0,10,14,0,0,24,0,0,12,0,0,0,38,47,2,16,49,0,0,0,12,48,17,7,0,0,23,0,0,29,0,23,0,0,0,0,0,0,0,0,0,2,22,0,0,14,49,19,0,0,
0,43,0,6,0,0,39,40,9,0,0,0,0,39,0,0,23,0,0,42,0,0,0,0,47,0,8,0,49,0,37,1,0,41,0,0,0,45,0,0,0,0,43,16,5,26,0,0,0,0,
36,3,0,46,0,20,0,0,0,40,0,0,33,0,0,0,0,0,9,35,26,0,0,0,0,34,45,0,2,0,38,0,35,45,49,37,47,0,0,0,0,0,0,0,0,0,28,0,0,0,
12,0,0,0,0,0,0,0,38,0,0,35,40,0,4,10,28,2,0,49,0,0,0,0,49,28,0,8,0,0,0,30,0,0,0,0,0,0,46,0,35,14,18,0,0,49,0,0,38,44,
0,0,0,0,0,0,5,0,36,0,0,7,9,15,0,25,0,41,0,42,0,0,10,16,0,49,0,0,47,37,0,25,0,0,19,0,2,7,41,0,48,0,38,0,0,16,0,11,0,0,
0,3,18,0,0,0,0,0,0,0,35,0,0,0,0,28,34,46,39,20,0,3,13,8,12,0,4,14,2,0,0,0,0,24,0,39,22,0,0,0,0,0,0,40,0,0,0,28,44,24,
16,0,44,0,0,0,0,45,0,0,6,0,0,0,0,0,0,0,0,0,48,0,0,33,0,0,0,0,0,0,0,0,0,0,0,44,5,0,29,0,31,35,37,0,37,7,0,3,17,0,
0,0,0,0,38,0,8,0,3,43,44,0,0,28,0,0,0,30,0,0,0,0,0,0,36,0,16,0,0,0,0,0,0,21,0,0,0,0,45,18,0,0,0,29,0,0,0,0,3,35,
2,0,0,0,0,0,0,21,0,0,0,0,0,0,32,35,29,0,0,0,0,28,15,10,0,0,6,27,0,0,0,35,0,0,0,0,0,19,0,41,44,32,46,0,0,7,0,0,0,0,
29,0,0,47,0,0,0,40,0,0,0,6,7,10,36,0,0,0,0,38,48,0,0,0,0,0,0,50,0,1,0,0,0,0,0,2,0,15,0,0,0,27,19,0,0,0,0,42,0,0,
11,0,0,11,29,0,0,0,0,4,0,0,0,39,27,0,0,27,25,40,0,31,0,16,0,0,0,0,20,45,0,39,0,15,0,0,49,37,0,0,27,0,0,0,43,14,41,0,0,0,
0,2,0,48,34,10,0,34,5,0,0,44,0,0,0,0,36,0,0,0,50,12,0,0,0,0,0,0,0,25,9,29,0,0,0,16,0,2,0,0,0,32,0,0,9,0,29,0,0,0,
39,0,0,44,0,31,0,13,0,34,12,28,0,37,0,0,10,0,26,46,0,0,49,0,0,0,0,38,0,0,0,0,0,0,0,45,31,33,6,0,0,0,0,0,0,40,0,0,0,0,
10,0,0,2,28,34,0,0,0,0,0,0,0,0,0,0,0,37,0,37,0,49,0,0,0,0,32,35,5,0,0,21,0,0,4,18,25,0,0,0,0,0,31,20,0,0,0,49,22,0,
26,0,0,0,0,0,7,0,0,26,0,0,27,0,0,18,18,50,31,0,27,0,9,12,20,10,27,46,0,0,0,0,0,33,28,35,0,0,0,0,38,0,36,0,0,0,0,0,0,0,
0,15,15,0,24,5,0,0,0,20,40,2,21,18,0,34,19,0,0,0,0,0,44,43,4,0,0,18,0,0,0,0,15,16,0,8,0,27,22,0,0,45,0,17,0,0,0,0,0,0,
0,0,0,0,0,19,44,37,0,0,0,0,0,0,0,27,26,11,0,33,41,26,6,35,0,0,0,0,11,46,6,0,48,14,0,0,3,0,43,48,0,0,37,47,0,31,0,39,27,0,
0,44,0,0,15,0,0,44,30,16,45,0,44,0,39,0,0,0,0,0,0,0,0,8,0,0,0,0,32,50,0,0,0,0,15,25,0,2,0,0,1,14,3,0,0,0,24,14,16,0,
25,36,23,0,0,0,0,0,27,0,0,2,45,0,0,39,0,0,10,0,0,0,0,0,48,41,0,0,0,20,49,0,0,50,21,0,11,0,33,39,23,11,0,0,0,34,50,16,0,0,
14,0,38,15,0,0,17,0,0,29,0,8,43,24,0,0,33,15,0,7,0,0,30,7,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,0,15,0,0,0,0,0,47,0,0,
0,0,0,0,0,0,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,0,43,0,0,0,46,0,0,0,0,50,23,42,0,0,18,
0,0,0,0,19,0,41,47,8,0,5,38,0,0,13,0,19,8,0,0,0,13,28,8,46,40,0,50,0,0,0,32,0,19,0,0,6,0,40,0,26,0,5,0,0,0,0,35,0,0,
11,43,19,22,0,21,31,10,15,0,0,0,0,0,0,46,3,0,0,0,0,0,44,0,0,36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,47,0,12,38,0,0,0,11,
49,29,32,7,0,43,0,0,0,38,0,32,21,0,23,30,0,0,0,0,0,0,0,15,0,19,0,0,47,45,35,0,10,0,0,3,0,0,0,0,0,0,17,29,0,0,0,43,0,18,
0,27,0,0,0,27,0,0,0,0,34,0,0,0,50,36,0,0,0,0,0,39,0,0,0,0,10,48,18,5,2,11,0,0,0,0,17,0,32,33,30,22,11,0,0,0,0,0,7,0,
9,0,9,0,29,0,0,0,0,0,49,0,22,35,19,0,0,0,0,44,37,33,0,0,0,0,36,19,14,25,29,0,34,0,0,5,0,0,0,0,0,11,0,0,0,43,0,0,41,0,
0,3,0,0,0,0,0,40,23,0,0,15,0,0,6,0,9,3,42,11,32,9,34,1,0,0,26,33,0,0,24,0,32,34,0,22,46,0,0,0,0,47,8,30,0,41,9,0,42,0,
0,25,0,0,0,0,0,10,4,2,32,37,18,14,0,0,0,0,43,0,0,31,37,0,17,0,31,0,40,32,35,36,0,0,0,28,0,0,0,21,40,0,37,0,42,10,12,11,6,31,
0,0,0,0,0,0,0,0,14,0,0,47,14,0,0,10,0,31,0,0,0,0,31,0,0,3,0,0,0,18,12,34,0,0,0,27,26,0,15,28,8,0,38,0,19,0,0,0,0,9,
0,0,0,0,15,0,45,0,0,0,0,14,10,10,0,0,27,0,0,47,0,34,0,43,15,46,0,0,0,0,42,26,0,0,0,44,45,46,0,0,0,18,0,5,41,0,0,0,3,0,
0,0,23,0,29,41,0,12,0,0,18,0,0,0,0,0,44,37,0,42,0,34,9,0,49,30,6,28,0,11,1,0,11,0,47,0,0,41,0,1,0,0,0,24,0,0,0,0,0,0,
45,43,8,0,0,49,29,0,0,0,0,39,6,0,0,0,48,0,0,0,0,7,0,9,4,0,0,0,43,0,0,0,38,41,27,0,12,0,19,48,0,10,0,0,0,14,14,0,0,0,
0,31,0,3,0,0,0,0,0,0,0,47,0,26,24,29,24,0,0,0,8,0,13,0,0,40,22,0,26,0,35,0,7,0,0,26,0,0,12,18,0,24,21,20,0,0,0,7,0,0,
0,0,15,33,0,10,0,17,40,0,0,0,38,0,6,25,0,0,0,3,0,0,0,0,9,0,0,0,0,21,0,0,31,0,0,0,24,0,3,18,0,38,0,14,0,18,0,0,27,32,
0,24,0,0,0,29,0,0,0,14,0,0,0,14,0,22,0,39,0,0,46,18,0,0,17,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,19,0,10,0,0,0,0,49,0,
0,0,37,40,50,0,0,43,0,42,22,2,0,0,35,13,12,31,0,10,42,0,0,0,0,28,0,39,26,0,0,32,0,0,0,0,0,0,22,0,9,6,0,30,0,0,4,0,50,6,
0,0,7,0,0,0,0,0,44,0,48,0,0,30,0,0,0,0,27,31,14,0,0,0,21,0,19,16,41,0,0,17,0,0,0,30,0,0,0,0,45,50,0,0,30,0,30,15,0,41,
10,31,14,15,16,0,0,17,0,28,0,0,14,36,6,0,34,0,0,28,0,0,0,0,38,0,0,17,44,0,14,0,0,0,0,18,0,40,0,0,41,20,0,0,16,0,12,41,33,5,
34,0,0,0,5,9,48,0,0,24,0,0,29,0,15,0,0,10,0,24,10,0,38,0,43,0,21,0,37,0,0,0,13,21,0,0,0,0,42,0,17,0,0,0,0,0,0,11,41,0,
0,0,20,0,0,0,0,0,45,41,36,18,0,3,10,0,46,0,0,0,0,45,0,0,16,34,33,0,32,0,0,0,33,7,20,43,0,40,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,7,0,48,0,0,0,31,0,0,0,0,0,0,15,15,0,0,30,0,0,34,0,0,0,12,0,20,12,30,0,23,0,37,42,5,10,9,0,0,31,0,42,8,0,0,0,
0,23,0,0,0,0,23,10,0,5,0,0,7,13,0,0,0,16,0,0,21,29,0,0,20,36,2,32,0,0,0,0,0,0,0,16,9,47,0,0,0,0,0,0,12,0,0,0,13,44,
7,0,0,0,0,12,0,0,6,0,18,41,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,47,17,27,0,40,0,17,5,39,20,0,0,14,41,0,0,38,0,47,0,0,0,0,
0,42,23,8,0,35,0,27,34,0,0,0,22,0,7,0,0,0,42,0,0,31,0,20,3,33,0,45,0,0,44,0,23,0,0,45,30,0,0,0,29,43,17,0,0,4,0,28,0,35,
32,0,36,21,0,0,0,0,35,0,47,21,0,0,36,0,0,0,0,0,0,0,0,0,0,47,13,0,0,38,0,0,0,0,0,32,0,0,0,11,0,0,0,0,0,0,15,0,0,0,
0,0,0,29,0,0,0,15,0,44,19,41,0,0,0,0,0,0,0,0,0,0,0,48,0,4,17,0,0,22,6,0,1,0,0,45,0,0,0,18,17,0,0,0,0,48,23,12,0,50,
0,0,0,33,20,34,34,41,31,0,0,0,0,0,0,0,21,0,0,0,6,39,14,0,0,0,0,25,0,0,9,0,0,0,41,0,42,8,0,35,0,29,0,0,39,44,0,2,0,0,
0,0,0,0,0,0,7,0,0,50,32,0,0,38,0,0,0,0,0,0,49,33,31,0,5,0,0,0,36,26,0,0,0,11,0,0,25,0,49,46,32,0,0,31,26,0,0,0,0,0,
0,0,0,0,11,0,35,0,0,0,0,0,0,20,0,0,44,0,0,0,0,16,0,6,15,0,8,0,29,0,0,45,0,0,0,26,0,18,0,0,48,0,35,0,0,0,4,0,0,0,
0,1,0,22,2,0,3,0,0,0,0,0,0,10,0,0,15,0,0,17,17,4,0,0,3,41,0,12,33,0,0,0,0,12,20,0,12,47,0,43,0,0,42,0,50,0,38,16,37,0,
0,0,20,0,13,25,0,0,0,0,0,9,11,0,24,45,0,37,37,0,8,0,0,23,0,18,32,32,6,15,0,37,18,10,0,0,0,3,19,29,0,39,0,48,0,28,0,18,0,0,
15,0,0,0,35,19,0,47,0,39,0,0,2,9,0,0,0,13,0,48,0,0,0,0,28,10,48,9,0,8,0,0,0,41,39,43,0,0,0,0,28,0,8,43,0,0,0,42,38,0,
32,4,0,37,0,0,0,0,20,41,23,0,26,0,5,0,25,0,0,22,0,0,0,0,0,42,43,29,0,24,0,38,4,11,0,0,0,39,40,45,44,0,30,48,0,0,15,0,0,46,
36,0,0,20,42,0,29,0,17,0,0,0,0,17,0,7,33,0,0,0,26,43,39,6,46,0,0,26,26,0,0,0,0,6,0,32,1,49,0,18,0,0,0,13,31,28,19,8,0,2,
5,0,5,0,0,33,30,0,40,0,0,33,0,0,0,1,0,0,0,7,48,37,0,0,28,34,0,0,6,16,38,40,0,10,0,0,29,0,3,0,41,0,0,1,0,0,0,0,33,49,
0,2,0,0,12,0,0,22,35,0,0,20,0,0,0,21,38,0,13,0,0,6,0,0,0,43,0,0,0,25,47,11,35,0,0,5,0,0,25,42,0,7,0,0,0,4,0,0,19,0,
0,6,0,0,0,0,49,0,36,27,0,29,22,0,0,0,29,34,0,0,0,7,0,0,0,50,0,0,28,35,35,0,0,0,0,0,0,0,0,0,47,0,21,0,0,0,0,0,32,50,
30,49,38,0,0,0,0,0,0,0,0,0,0,29,40,0,0,0,5,0,23,0,0,14,0,0,0,44,9,48,31,0,30,0,0,0,0,0,0,0,36,0,27,5,0,31,0,0,0,0,
0,10,0,41,0,0,12,27,40,0,0,0,0,0,0,0,0,43,0,0,12,45,9,0,44,0,39,0,0,0,0,0,0,0,24,0,23,13,0,0,0,0,0,0,0,0,18,0,0,23,
0,0,1,0,0,33,0,0,12,0,0,0,0,0,0,12,0,0,0,0,47,6,0,0,0,22,0,14,8,38,0,15,0,0,40,5,43,0,48,0,0,38,42,0,50,0,0,0,0,0,
0,4,0,0,0,37,0,0,0,30,0,0,0,0,0,0,12,8,31,0,42,0,0,0,0,0,0,37,0,0,0,4,0,0,0,0,0,0,15,20,28,18,18,0,0,23,0,0,0,15,
0,33,0,0,14,30,0,17,0,38,0,0,0,11,0,0,6,0,0,0,0,0,9,39,0,0,43,0,0,0,0,27,0,0,0,0,0,0,50,0,0,0,7,0,0,36,50,0,0,0,
