#NO_PRODUCTS, NO_STORES
0.0,0.0,38.32,0.0,0.0,0.0,0.0,0.0,43.01,0.0,44.78,0.0,44.1,0.0,0.0,39.38,0.0,21.05,0.0,25.91,0.0,0.0,10.3,13.32,25.14,0.0,8.1,21.97,14.18,0.0,0.0,36.23,8.19,45.63,0.0,18.62,23.82,0.0,0.0,0.0,0.0,17.35,0.0,47.25,27.31,0.0,0.0,0.0,0.0,0.0,
0.0,28.07,0.0,0.0,9.95,5.69,0.0,15.78,0.0,0.0,30.34,0.0,35.11,35.25,0.0,17.5,0.0,0.0,0.0,43.01,0.0,0.0,0.0,49.82,0.0,0.0,0.0,0.0,48.38,0.0,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96,8.73,0.0,24.25,
0.0,0.0,37.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.23,0.0,21.22,16.45,0.0,11.68,13.86,48.51,49.84,35.93,25.31,0.0,0.0,0.0,0.0,0.0,41.54,7.69,32.77,0.0,32.05,11.75,0.0,16.72,0.0,0.0,14.47,0.0,0.0,35.7,0.0,38.65,10.95,0.0,0.0,47.27,0.0,32.83,
0.0,0.0,42.12,0.0,0.0,0.0,0.0,0.0,21.87,0.0,0.0,0.0,23.4,0.0,0.0,0.0,0.0,48.51,0.0,13.87,8.12,17.34,18.65,27.47,0.0,0.0,0.0,22.58,21.41,0.0,0.0,26.86,10.87,13.7,0.0,32.99,31.22,5.95,43.18,18.52,0.0,20.68,0.0,19.61,0.0,41.2,0.0,36.84,9.48,0.0,
15.56,43.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.04,0.0,0.0,40.33,42.07,42.46,0.0,10.89,40.52,0.0,0.0,19.89,41.47,26.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.87,21.3,0.0,42.96,24.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.76,39.63,
0.0,0.0,0.0,0.0,32.86,42.55,31.06,26.93,0.0,43.34,0.0,25.32,0.0,40.16,0.0,0.0,33.89,0.0,0.0,31.81,0.0,0.0,0.0,0.0,9.44,0.0,0.0,0.0,9.23,0.0,24.48,37.8,0.0,48.93,32.97,0.0,0.0,31.39,30.3,0.0,0.0,0.0,0.0,0.0,0.0,11.1,9.48,0.0,24.15,0.0,
9.81,0.0,0.0,0.0,0.0,15.1,0.0,0.0,34.26,0.0,37.21,0.0,0.0,0.0,39.46,41.08,0.0,26.17,0.0,27.51,20.35,0.0,45.52,0.0,0.0,0.0,9.73,0.0,20.46,0.0,0.0,0.0,0.0,0.0,31.44,0.0,0.0,0.0,0.0,0.0,0.0,37.71,19.14,0.0,7.77,0.0,0.0,20.13,40.49,0.0,
0.0,0.0,0.0,0.0,28.45,18.5,21.83,33.53,0.0,0.0,45.93,21.26,0.0,29.06,13.08,33.3,0.0,24.75,0.0,12.84,0.0,0.0,0.0,0.0,0.0,43.12,6.01,0.0,0.0,0.0,18.65,0.0,30.78,0.0,0.0,0.0,22.07,0.0,7.37,0.0,46.71,11.81,16.14,41.65,0.0,12.83,47.81,37.63,21.01,20.84,
13.44,0.0,0.0,0.0,16.84,0.0,0.0,0.0,0.0,0.0,47.16,21.08,0.0,0.0,39.93,36.33,27.5,34.15,17.19,0.0,5.58,0.0,0.0,47.37,35.95,16.26,13.51,0.0,28.54,0.0,0.0,0.0,32.48,0.0,37.33,0.0,0.0,6.93,0.0,12.16,29.37,42.2,38.57,39.89,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,32.5,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,26.36,0.0,48.41,40.76,0.0,0.0,28.03,0.0,0.0,28.89,0.0,9.19,0.0,27.0,0.0,0.0,0.0,0.0,0.0,40.93,0.0,0.0,0.0,42.74,21.36,12.37,5.59,0.0,0.0,0.0,47.15,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,34.32,0.0,11.41,0.0,0.0,12.7,0.0,0.0,11.13,37.28,16.11,0.0,49.51,0.0,13.93,0.0,0.0,10.05,0.0,0.0,0.0,19.62,0.0,0.0,32.21,14.93,28.84,0.0,0.0,0.0,0.0,43.43,0.0,0.0,0.0,43.59,0.0,28.29,21.27,0.0,0.0,18.38,0.0,17.18,0.0,0.0,0.0,0.0,
22.3,0.0,0.0,18.96,32.01,23.03,0.0,41.59,0.0,0.0,0.0,6.93,37.94,0.0,47.33,0.0,0.0,0.0,18.34,0.0,6.31,11.55,48.39,28.66,0.0,9.01,0.0,20.6,0.0,0.0,16.66,0.0,0.0,0.0,0.0,0.0,0.0,6.97,40.42,0.0,0.0,0.0,0.0,17.7,36.95,21.21,37.72,32.11,0.0,0.0,
0.0,6.78,6.29,44.16,0.0,36.69,7.2,27.96,38.15,0.0,0.0,0.0,19.79,0.0,5.11,0.0,43.3,42.19,0.0,0.0,0.0,30.61,5.17,0.0,0.0,0.0,27.92,0.0,0.0,23.35,0.0,0.0,0.0,23.4,0.0,0.0,48.62,0.0,0.0,0.0,0.0,0.0,20.68,47.29,0.0,22.22,41.03,0.0,0.0,0.0,
0.0,49.36,0.0,0.0,0.0,0.0,11.05,0.0,0.0,0.0,0.0,12.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.92,25.07,19.47,0.0,0.0,0.0,0.0,25.56,39.17,0.0,0.0,0.0,0.0,0.0,0.0,32.15,34.85,0.0,0.0,0.0,0.0,0.0,0.0,22.38,0.0,44.21,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,26.91,41.89,38.94,0.0,6.15,27.34,48.26,19.4,10.72,0.0,0.0,10.54,0.0,0.0,12.35,0.0,43.85,21.78,0.0,0.0,0.0,32.59,25.15,11.6,0.0,5.94,0.0,0.0,6.69,5.31,27.2,0.0,0.0,5.57,18.19,0.0,7.87,0.0,49.17,0.0,0.0,0.0,0.0,0.0,5.16,0.0,0.0,
0.0,30.77,36.68,0.0,0.0,0.0,25.58,42.3,0.0,44.17,39.34,15.2,0.0,5.43,0.0,46.07,0.0,43.64,0.0,39.33,0.0,0.0,0.0,0.0,45.54,35.08,0.0,32.63,0.0,0.0,0.0,0.0,0.0,0.0,10.44,18.21,0.0,17.21,0.0,46.15,0.0,25.18,0.0,0.0,0.0,0.0,47.94,20.22,0.0,0.0,
0.0,0.0,0.0,0.0,28.63,6.95,0.0,46.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.26,0.0,0.0,37.24,39.21,0.0,0.0,0.0,35.78,35.2,6.46,0.0,15.44,0.0,0.0,10.87,24.96,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.42,0.0,0.0,0.0,0.0,0.0,
0.0,25.4,0.0,29.14,0.0,0.0,0.0,6.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.73,0.0,13.29,0.0,0.0,35.65,18.17,13.45,6.97,0.0,33.6,43.93,0.0,33.67,5.22,0.0,0.0,0.0,16.78,10.16,0.0,39.97,0.0,0.0,0.0,30.11,0.0,0.0,0.0,0.0,47.94,44.41,9.94,
0.0,30.9,34.42,16.45,13.37,0.0,33.96,0.0,0.0,0.0,0.0,11.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.16,0.0,0.0,38.35,0.0,34.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.76,37.8,23.69,0.0,0.0,0.0,41.24,0.0,32.61,22.12,0.0,0.0,40.85,21.49,45.99,17.44,0.0,
0.0,0.0,8.07,0.0,42.04,9.82,31.87,12.0,0.0,0.0,34.59,0.0,0.0,0.0,0.0,13.6,0.0,0.0,0.0,35.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,30.84,25.2,0.0,0.0,0.0,24.35,26.73,0.0,0.0,0.0,0.0,49.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39,0.0,
0.0,0.0,8.62,30.6,0.0,0.0,0.0,0.0,17.7,36.86,0.0,17.6,0.0,0.0,0.0,0.0,30.76,20.49,0.0,8.09,34.25,19.41,32.36,0.0,0.0,0.0,0.0,0.0,21.36,0.0,0.0,44.39,0.0,0.0,24.07,24.94,0.0,17.37,26.74,0.0,0.0,0.0,0.0,0.0,0.0,35.02,30.96,10.75,35.51,0.0,
0.0,18.8,0.0,7.06,28.55,10.5,0.0,0.0,29.96,0.0,46.58,15.6,21.83,45.44,7.47,0.0,39.7,0.0,46.09,8.54,0.0,30.43,0.0,0.0,46.41,35.3,0.0,0.0,5.28,0.0,0.0,0.0,0.0,26.99,0.0,0.0,0.0,15.75,0.0,0.0,28.3,0.0,32.37,0.0,48.61,0.0,0.0,0.0,36.94,42.61,
0.0,47.99,0.0,0.0,0.0,0.0,49.98,0.0,0.0,0.0,0.0,40.78,31.1,20.39,11.35,17.48,0.0,48.56,5.84,30.18,0.0,0.0,10.86,9.41,0.0,18.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08,0.0,32.9,30.97,13.63,0.0,0.0,29.56,0.0,0.0,6.94,0.0,21.8,11.91,0.0,0.0,
0.0,0.0,0.0,0.0,14.19,0.0,16.38,0.0,24.39,31.63,0.0,26.75,0.0,22.87,0.0,0.0,47.38,44.9,13.69,0.0,0.0,0.0,31.34,0.0,0.0,20.07,0.0,7.84,0.0,0.0,0.0,18.9,38.73,25.3,0.0,0.0,31.64,0.0,0.0,0.0,7.55,33.81,0.0,0.0,47.61,0.0,0.0,0.0,36.91,20.11,
0.0,0.0,0.0,0.0,21.22,27.0,0.0,0.0,47.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.81,10.58,6.0,0.0,0.0,19.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.99,11.17,9.39,0.0,0.0,18.94,0.0,0.0,0.0,0.0,37.87,0.0,25.99,0.0,0.0,47.65,0.0,17.35,29.64,
0.0,9.44,0.0,0.0,35.87,34.27,0.0,48.49,0.0,6.84,0.0,17.61,0.0,0.0,0.0,38.36,0.0,0.0,13.89,0.0,13.9,0.0,19.85,0.0,0.0,48.61,20.17,35.76,0.0,0.0,0.0,0.0,19.05,0.0,32.34,48.78,0.0,0.0,49.64,0.0,26.37,0.0,0.0,0.0,0.0,0.0,0.0,42.23,18.74,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.14,0.0,0.0,49.55,23.47,36.86,45.25,0.0,36.58,0.0,0.0,47.41,0.0,19.6,8.62,0.0,30.06,32.17,32.29,0.0,36.74,10.5,5.36,0.0,24.16,15.06,5.74,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.79,0.0,0.0,
34.7,32.16,0.0,12.44,23.91,0.0,19.64,30.44,0.0,0.0,0.0,0.0,0.0,0.0,35.88,0.0,0.0,0.0,0.0,21.79,0.0,29.19,0.0,0.0,0.0,30.58,47.61,8.64,0.0,5.59,6.05,22.23,0.0,28.78,34.55,0.0,18.86,29.33,0.0,0.0,44.73,47.22,0.0,0.0,0.0,0.0,0.0,33.82,0.0,0.0,
46.36,0.0,0.0,0.0,0.0,0.0,0.0,40.31,13.56,0.0,13.63,29.57,45.51,45.75,0.0,0.0,8.71,18.78,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.54,48.43,0.0,28.78,0.0,35.33,0.0,0.0,32.6,0.0,0.0,0.0,0.0,11.96,19.14,23.37,0.0,0.0,0.0,0.0,
0.0,16.08,13.56,0.0,29.33,0.0,0.0,45.75,46.88,0.0,0.0,35.24,0.0,34.12,0.0,0.0,0.0,48.87,0.0,45.07,0.0,0.0,0.0,38.98,0.0,0.0,0.0,0.0,0.0,39.29,0.0,0.0,16.84,37.23,0.0,0.0,0.0,29.13,0.0,0.0,0.0,0.0,0.0,13.44,25.06,0.0,0.0,40.35,29.49,0.0,
0.0,0.0,37.25,0.0,12.53,27.82,0.0,0.0,0.0,0.0,0.0,0.0,8.08,40.86,0.0,19.9,12.31,0.0,22.6,0.0,9.73,0.0,17.84,46.79,0.0,0.0,45.09,0.0,0.0,0.0,0.0,29.61,40.76,0.0,0.0,0.0,25.3,0.0,9.73,44.15,8.42,0.0,11.19,35.79,8.61,0.0,0.0,44.99,42.65,0.0,
0.0,0.0,40.3,0.0,12.58,40.65,23.35,0.0,0.0,0.0,0.0,33.03,0.0,0.0,0.0,45.6,26.93,19.79,0.0,0.0,46.88,0.0,0.0,28.27,0.0,0.0,6.0,0.0,49.79,0.0,0.0,0.0,0.0,0.0,39.75,0.0,0.0,25.92,0.0,33.81,0.0,33.6,45.81,12.91,39.13,0.0,0.0,14.08,19.41,0.0,
7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.98,13.21,0.0,0.0,49.16,0.0,5.49,0.0,0.0,27.05,0.0,0.0,23.06,49.75,0.0,0.0,0.0,29.83,23.11,17.58,0.0,0.0,0.0,33.3,20.87,0.0,0.0,0.0,0.0,0.0,0.0,37.86,0.0,0.0,25.01,44.07,20.32,36.03,0.0,0.0,0.0,14.53,
0.0,0.0,0.0,0.0,18.58,0.0,0.0,0.0,10.89,0.0,44.8,44.08,37.85,0.0,0.0,45.02,0.0,12.44,24.22,11.35,44.91,0.0,17.81,44.91,22.35,0.0,30.25,0.0,34.39,0.0,0.0,0.0,38.66,0.0,29.97,0.0,16.53,0.0,47.27,40.41,0.0,44.8,0.0,0.0,46.6,0.0,14.12,0.0,0.0,0.0,
0.0,6.72,0.0,50.06,0.0,37.4,0.0,0.0,25.52,37.51,0.0,0.0,34.28,0.0,0.0,0.0,0.0,13.18,36.22,32.61,5.99,0.0,0.0,31.78,8.6,0.0,21.02,0.0,0.0,10.57,0.0,0.0,40.31,0.0,5.46,0.0,28.62,0.0,0.0,40.72,26.5,0.0,0.0,0.0,0.0,14.28,8.59,40.03,0.0,27.53,
#MATRIX OF AVAILABILITY (ROWS STORES - COLUMNS PRODUCTS)
0,5,0,0,0,0,17,0,46,35,10,0,0,13,48,0,0,28,0,0,21,0,44,26,0,20,0,0,0,0,3,14,0,0,0,0,28,0,0,0,12,32,0,0,0,34,45,33,20,43,
0,0,1,45,1,37,0,0,0,0,0,0,30,0,40,28,0,0,0,4,0,0,0,47,0,0,2,0,0,0,0,9,33,0,0,0,12,0,0,0,0,18,0,0,41,0,0,46,12,0,
50,0,2,10,13,0,26,0,0,8,0,0,14,48,40,28,0,0,0,0,17,0,0,20,4,0,0,0,0,0,34,0,0,35,46,0,43,9,0,0,43,0,0,19,0,0,0,0,0,10,
29,39,0,0,0,46,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0,0,0,3,30,15,31,0,0,0,39,0,0,33,20,0,29,0,13,0,0,0,11,0,0,10,0,0,38,9,
19,0,0,0,0,7,20,0,0,4,34,0,31,0,0,0,34,0,0,0,0,0,28,14,35,0,0,14,0,0,0,0,0,0,10,0,7,0,0,0,0,11,0,1,0,12,32,2,0,20,
0,34,0,0,0,22,0,16,0,11,0,0,0,0,38,0,47,22,35,0,5,0,0,0,24,0,17,42,0,20,0,0,0,0,36,0,0,0,0,0,19,34,14,7,0,0,0,0,13,24,
0,0,0,0,30,48,0,0,37,0,36,0,0,0,42,21,0,0,11,0,30,0,0,0,47,0,19,0,29,33,0,0,0,46,0,0,24,0,0,0,0,23,0,0,0,46,0,0,44,0,
0,0,0,42,27,0,0,45,0,36,7,0,32,0,1,47,0,19,0,0,29,44,0,37,11,0,0,0,0,47,4,24,0,33,21,0,0,0,1,5,0,0,0,25,0,0,0,0,0,0,
0,20,0,50,10,0,9,0,0,22,0,0,9,0,0,0,27,0,21,13,0,0,0,0,44,0,0,10,28,15,37,0,38,0,0,0,0,26,0,32,0,0,0,0,0,10,0,36,0,0,
36,14,0,16,0,27,0,0,0,0,0,33,0,0,0,0,11,0,0,39,0,0,42,0,0,35,42,44,0,0,6,0,0,6,0,0,21,0,11,42,0,0,0,0,7,37,24,0,0,48,
0,0,0,0,0,1,0,8,41,0,0,43,0,0,0,0,41,7,0,0,0,0,33,0,0,43,0,45,0,0,0,0,0,47,6,0,0,49,0,13,0,0,33,48,0,0,0,0,0,7,
4,9,0,0,33,16,0,0,38,10,27,0,0,0,0,42,47,0,0,0,0,41,0,12,40,0,0,14,0,46,40,0,47,47,0,31,41,0,18,42,0,0,0,0,0,0,0,27,28,0,
34,0,0,0,44,4,44,0,31,0,0,0,0,45,0,0,0,0,0,40,0,0,43,0,44,0,0,22,0,24,0,0,0,0,0,0,44,11,0,10,39,29,0,0,0,0,39,36,0,17,
7,2,0,35,0,0,0,2,7,0,0,0,0,33,19,0,38,16,0,0,13,0,0,0,0,0,0,0,33,32,0,18,2,15,22,0,0,0,43,36,0,0,0,0,0,0,25,0,0,0,
0,0,0,43,32,0,0,0,0,40,0,0,0,25,0,0,2,14,0,19,48,20,49,0,0,29,0,0,3,5,0,0,0,0,0,0,40,31,39,0,0,0,0,0,0,1,0,0,0,0,
17,0,1,0,10,35,49,34,7,6,2,0,28,0,0,0,12,0,0,0,0,0,0,3,0,0,0,50,11,7,23,0,0,0,0,45,0,11,0,24,0,0,0,11,24,0,0,0,45,0,
0,0,3,0,0,0,23,40,0,0,18,18,30,29,0,0,1,0,0,0,0,0,11,17,0,0,0,0,0,0,42,0,0,0,24,0,0,10,0,47,40,48,0,0,34,0,0,0,0,46,
0,0,0,0,31,0,18,0,0,0,0,0,31,0,12,0,19,15,13,12,41,18,4,16,0,0,0,0,0,0,38,0,43,0,0,0,0,0,0,0,0,0,0,39,2,0,0,0,25,8,
0,8,0,0,0,12,0,41,0,40,31,46,24,10,22,8,0,27,0,47,6,0,0,9,0,17,3,32,49,38,0,0,0,35,38,34,0,0,0,0,0,0,0,18,0,17,0,10,0,28,
21,4,0,0,24,0,0,47,0,44,0,0,24,0,38,28,0,0,0,0,0,0,0,46,0,0,0,26,0,0,27,0,0,44,24,38,50,20,42,0,3,0,42,0,34,0,0,5,0,35,
33,0,0,0,8,7,0,48,0,15,0,0,0,4,46,9,0,46,0,31,0,0,28,0,41,0,28,36,48,0,0,0,0,0,15,16,0,28,7,38,0,0,50,16,45,21,0,0,35,0,
0,0,0,0,16,0,0,11,31,0,0,0,0,0,12,1,42,29,0,0,0,31,16,18,0,0,40,0,0,0,0,0,42,45,33,5,0,0,0,0,0,26,21,0,0,0,36,30,33,0,
0,50,0,35,20,0,0,0,35,0,26,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,41,19,0,0,0,0,0,0,0,20,0,9,0,0,0,0,2,2,0,23,0,
0,0,50,36,0,0,40,0,0,35,0,29,21,0,33,0,14,0,0,15,9,0,4,0,45,4,0,0,0,9,0,0,0,45,44,28,0,0,0,0,0,0,0,0,0,0,0,48,0,0,
0,39,0,0,34,0,0,0,15,0,39,0,0,9,2,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,39,0,0,37,0,10,0,15,31,0,0,30,47,0,11,0,0,
49,20,0,0,0,30,0,11,37,48,39,0,46,0,37,0,0,0,38,32,32,8,15,0,0,18,21,0,0,0,0,0,0,0,25,0,46,0,47,0,28,0,22,16,42,38,0,0,0,34,
0,12,0,0,7,0,0,0,8,0,0,0,49,7,0,0,44,27,0,0,9,0,0,0,0,48,0,30,10,0,0,0,0,40,34,45,0,13,38,0,0,0,0,41,0,50,21,0,6,27,
49,0,0,41,5,0,17,4,0,0,0,0,0,34,20,0,0,0,48,0,0,0,0,1,49,0,0,32,39,36,17,0,34,0,0,0,0,0,40,44,0,40,44,0,0,0,28,30,9,0,
0,33,0,0,0,0,11,0,0,0,11,0,0,0,42,0,0,0,0,17,30,36,0,0,0,0,45,3,0,4,24,0,0,0,0,0,0,26,0,0,29,0,0,25,24,0,1,0,0,18,
0,0,28,0,0,35,1,0,0,0,0,4,0,0,0,31,24,0,25,45,0,12,13,0,19,0,0,0,0,0,26,0,0,46,0,0,0,31,0,0,0,0,49,0,0,0,50,0,0,0,
21,0,0,0,22,0,0,0,21,1,0,0,0,0,0,28,0,0,8,0,0,0,43,0,0,0,31,0,0,0,0,32,36,0,0,0,0,2,0,0,0,0,0,0,0,0,15,18,18,0,
0,0,0,13,39,0,0,0,0,0,0,41,0,0,25,0,0,0,49,1,23,32,11,18,0,35,0,0,45,0,48,20,0,24,4,20,0,0,0,0,0,22,0,12,23,0,47,0,0,0,
0,33,35,26,6,0,0,0,13,0,0,0,28,0,0,0,0,47,0,0,0,8,0,21,0,40,0,0,0,0,21,0,0,27,0,0,0,25,0,22,39,37,0,0,39,0,0,0,0,0,
0,0,36,0,21,0,0,0,46,0,0,36,0,0,34,0,0,0,0,0,3,16,0,0,0,0,42,24,27,0,0,27,40,0,9,44,0,0,0,35,0,35,30,0,35,0,34,0,25,4,
0,0,37,10,34,0,0,37,0,0,0,9,0,0,0,11,0,2,0,37,48,0,36,4,0,0,0,0,18,0,0,0,0,1,0,0,36,0,28,0,0,0,41,0,0,46,0,0,47,18,
11,0,33,0,16,0,0,0,20,0,43,0,37,45,0,0,34,2,0,0,48,0,3,30,27,32,0,0,45,0,7,0,0,0,12,0,0,0,0,34,0,35,0,0,15,0,11,0,0,0,
4,0,0,0,0,0,0,1,0,28,0,0,0,34,0,6,0,0,0,0,48,48,12,46,0,0,48,0,48,0,21,22,0,0,0,0,0,0,27,0,0,0,0,0,17,0,41,0,32,30,
0,8,0,0,0,23,21,0,8,0,21,32,0,0,0,0,12,11,23,0,0,0,0,0,13,4,0,0,36,0,49,0,39,28,0,0,0,0,0,46,0,2,0,22,0,0,3,0,0,0,
0,37,0,0,28,42,26,6,0,3,0,0,27,0,0,1,40,15,0,0,50,29,38,13,0,0,0,0,0,0,0,0,0,13,0,0,16,0,0,0,10,0,0,46,0,42,15,0,37,0,
17,0,0,30,47,9,0,0,0,0,21,0,0,0,5,0,0,5,0,30,8,0,14,0,0,20,10,0,50,0,15,0,0,0,0,0,0,43,0,38,36,0,0,0,0,0,0,0,0,38,
0,0,0,32,0,0,0,27,0,34,0,16,0,42,1,21,0,0,11,0,0,22,0,0,13,8,41,0,23,0,11,50,0,46,19,0,0,0,0,38,0,0,6,0,0,0,0,0,0,1,
26,0,33,0,24,32,38,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,5,0,0,25,12,0,0,0,0,26,0,0,29,0,0,0,15,0,0,44,0,12,0,1,0,0,0,0,
0,0,0,0,0,0,32,0,14,0,29,0,0,5,4,45,0,0,0,0,0,0,0,17,0,0,27,21,0,41,0,50,0,0,0,0,19,40,0,0,46,4,16,0,0,9,0,7,0,0,
18,0,0,0,19,36,0,0,0,0,0,7,0,33,3,43,0,0,0,7,0,0,38,0,19,0,34,0,0,4,0,0,0,0,0,0,38,0,0,0,0,0,42,0,0,0,0,0,3,17,
24,0,21,0,32,20,37,0,0,0,0,0,0,0,0,50,0,0,34,0,0,38,0,0,0,0,0,9,0,48,0,30,0,48,0,23,50,11,0,0,0,0,32,12,18,37,0,0,28,0,
0,0,0,0,40,6,0,0,31,23,34,0,0,0,38,0,0,10,36,0,40,7,0,0,0,0,0,0,0,20,0,0,0,41,0,0,38,19,0,0,0,0,0,38,0,3,0,32,0,0,
0,21,0,0,0,32,0,0,0,0,45,0,44,0,40,0,0,0,0,27,8,0,29,48,22,5,0,0,0,0,0,49,0,47,0,42,40,0,9,1,16,1,21,39,0,0,13,0,0,35,
0,0,0,0,0,25,0,41,0,0,0,0,0,0,0,0,0,30,8,24,45,0,0,0,0,9,0,19,31,6,0,0,0,0,18,0,0,0,47,15,0,23,30,0,9,0,16,0,0,0,
5,42,0,0,0,15,0,0,41,48,0,0,42,0,4,0,0,0,15,0,0,12,38,0,0,0,17,0,0,0,0,45,0,0,28,0,0,0,5,0,19,44,0,0,0,43,38,0,0,33,
0,30,0,32,37,0,0,17,12,0,0,0,33,0,0,19,2,0,0,0,0,0,16,0,0,0,0,0,21,23,0,0,8,28,0,0,0,0,11,18,0,31,19,0,0,0,0,0,13,41,
0,0,44,0,0,31,0,0,0,0,0,0,0,0,15,0,44,0,0,31,0,47,0,0,2,0,0,0,0,50,0,0,45,22,0,41,0,0,0,0,7,11,0,13,18,0,7,32,40,0,
0,0,0,0,0,0,32,41,0,40,0,44,0,0,17,17,0,18,0,0,0,0,0,49,0,0,39,0,0,0,19,0,0,11,30,1,0,0,0,0,37,0,37,0,31,0,42,0,0,30,
0,0,0,0,0,0,38,0,0,0,0,0,12,45,47,0,0,0,8,0,0,0,34,0,0,0,0,0,0,0,45,17,0,43,0,22,0,0,11,0,0,44,0,0,0,0,33,27,24,0,
0,0,0,0,32,17,32,0,0,0,41,40,2,0,0,0,1,50,0,38,0,0,42,41,26,0,0,0,0,0,0,0,32,0,0,42,0,0,0,0,0,7,0,0,10,36,0,12,0,40,
34,0,0,0,0,0,14,0,41,0,0,0,24,16,15,0,0,0,0,0,33,33,0,10,0,0,0,0,0,20,5,26,36,22,25,42,0,0,0,21,39,13,0,5,0,42,0,0,0,24,
0,0,0,44,0,33,0,0,0,49,1,0,0,22,0,0,14,0,25,0,0,4,43,0,0,0,0,29,31,0,0,29,0,22,45,0,0,0,0,0,35,12,0,4,49,0,0,0,2,0,
0,0,25,0,0,0,0,0,0,0,0,31,0,0,0,0,0,6,8,0,0,0,48,0,0,0,0,0,50,8,39,0,0,1,0,0,0,0,0,0,2,0,45,0,0,45,0,0,0,0,
0,0,0,0,0,0,0,18,18,42,48,39,49,0,0,16,0,17,0,0,0,35,0,0,40,0,0,0,15,0,33,6,20,42,0,38,49,0,0,0,0,49,0,39,22,3,0,0,0,30,
0,0,5,0,0,6,18,0,0,25,0,0,28,0,0,0,0,0,12,0,0,6,18,22,0,0,0,35,35,0,13,0,0,0,0,0,0,21,0,8,19,2,0,0,25,0,0,38,5,14,
0,0,0,0,0,45,29,0,1,0,0,0,45,13,0,0,9,0,0,26,0,0,29,0,4,0,50,0,0,2,0,43,25,0,0,0,34,0,0,0,45,0,24,11,0,31,25,15,44,9,
9,0,41,0,0,0,47,0,40,0,28,0,0,5,0,16,23,0,0,0,0,0,0,0,21,0,18,46,0,0,12,5,0,0,19,0,0,0,30,50,0,0,0,0,0,28,32,0,0,0,
0,16,33,0,9,0,0,0,0,0,0,28,0,9,42,14,47,0,0,0,42,12,9,0,0,0,0,0,31,0,0,0,0,21,0,0,0,4,41,0,0,47,0,16,0,0,37,27,0,32,
0,9,0,0,40,26,46,10,0,0,0,0,0,27,18,0,0,49,39,0,30,9,0,28,0,14,14,0,44,30,26,0,0,16,0,0,0,0,0,0,10,0,0,10,0,3,0,25,0,0,
0,0,0,0,0,7,0,25,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,1,38,24,0,43,3,0,0,0,25,25,0,0,2,0,43,0,0,39,12,0,0,46,0,9,37,0,
0,0,24,0,0,0,0,0,0,0,1,0,3,38,11,0,41,0,0,14,0,0,0,0,43,13,34,0,0,0,6,45,18,0,20,0,0,0,0,7,38,0,16,0,0,0,0,48,40,35,
0,0,48,0,0,0,0,0,36,0,32,0,27,0,0,13,0,48,0,5,0,0,33,25,14,0,9,47,1,0,0,2,35,35,0,32,21,0,0,0,0,36,0,6,39,0,0,0,0,0,
0,47,0,0,47,25,0,22,0,0,33,0,16,2,0,11,0,0,0,33,0,0,0,24,0,0,0,0,36,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,0,1,
0,0,19,0,0,0,0,0,0,0,0,0,27,0,21,48,0,26,36,1,35,19,14,0,0,0,0,0,8,32,44,0,28,11,0,49,0,0,31,0,0,25,0,49,28,0,0,8,0,1,
